crate_temp,reefer_temp,humidity,location_temp,transit_duration,crop_type_encoded,spoilage_risk
25.742105160137328,,61.67439538160178,30.343131038333276,71.55671429015713,1,0
21.266963789903745,4.057786877970729,94.05424607860171,31.478573450054352,37.925075840602524,0,0
25.488656432741838,4.3556998822864035,94.13610451740742,29.868856466734268,20.229135991872905,1,1
30.057458878830655,6.836716657298344,77.11132415452207,16.99173815696978,57.16295747745734,1,0
19.11905013793022,9.176368437808522,60.763997112005804,28.84910256898383,14.186221911425108,1,0
29.882453750483958,8.367897743795549,80.63012526489194,21.392570930135623,56.174442784022936,0,0
31.45075534995131,2.1417307489319866,,10.307681227691907,33.057786479620475,2,0
29.258277311316487,4.733728405641424,69.32373398285603,39.02615077385644,56.50902078201111,1,0
,5.984268975864689,62.36274339270773,31.532663315539878,22.858698973660264,0,0
23.017399004467073,4.407987138999062,79.95671015854126,17.159051279106325,33.8218059336777,2,0
17.952344057684606,4.847590495729955,,19.282411066233784,60.52473192746227,1,0
,1.3702986416611282,53.12623225781938,36.943267484842956,25.77024893798935,1,0
23.01400087058458,3.666019561850854,89.22400099577044,17.648569143689524,30.49171642355185,2,1
7.025779397352725,5.560165391894012,82.396432099355,12.770200858830716,42.26707312404062,2,0
20.506343961995906,-1.0357715637274942,63.14445020588213,35.233123243201874,46.93262728560433,3,0
17.225852838529285,6.824171672259846,53.74478259309521,30.928798131044463,15.214030246095431,2,0
15.346294256781931,2.416792190395123,92.78168278389438,26.28083608402948,44.82746126400223,0,0
23.29860994148929,7.565961858113226,84.54709719851292,26.629366086694176,35.714470259073735,3,0
17.290531276416086,7.431665729709953,69.74514645970332,30.63509831629453,57.347270221360176,3,0
13.96515428829679,3.641007300204512,74.9900843852304,37.32394666309809,47.66378931180425,3,0
,8.826081795039673,75.78063710757483,34.674558168059015,36.957903951209204,3,0
19.637443702013517,8.903563960888786,85.1693079774122,16.99763838947606,62.17058768735152,2,0
22.373168166022197,4.4168461220508455,61.124281454595774,29.3101562059759,44.01606937972826,3,0
12.957784691644322,3.5423140483739903,60.41508156701053,30.138970303482072,34.81437773495233,0,0
19.92717566844692,7.962318435087171,59.10160668031903,34.6498035193261,15.66317545387,0,0
22.18443823393456,6.280763418436831,94.84067007449369,37.33010024723927,16.425943436069225,2,0
14.665465640628645,,91.4723577871045,11.757775443515463,12.394591123491267,3,0
24.34102783928885,-1.1117462507861644,77.66573478546933,12.834807092154449,59.546757099622084,1,0
13.462084370634695,6.303871398664182,73.8659335293388,12.856736474928214,4.5068137447795475,1,0
20.63065825407192,1.5143925361411448,65.51123053164127,30.764449864077037,69.80124065294919,0,0
18.689542303071846,5.617035801023533,79.8799906160329,37.84713954948029,43.34988671139208,1,0
33.537554121051244,8.750596093488916,81.76258277480642,27.463498871075018,9.907452629831141,0,0
24.0760429422708,10.883985521878287,82.96110074469945,27.036411193456683,58.826855859895986,1,0
19.687879097123496,3.9058528500982677,56.084042016956445,35.1948013868559,63.29574320346388,0,0
27.690464216951845,4.54317419358948,83.59465223561504,39.767893986411806,27.761997063418423,0,0
14.780668666373206,,88.8341698904127,38.255927066940245,27.423806059401624,1,0
23.12934388343803,3.0420843190455265,59.858854146748385,28.20495190018898,61.260672916448954,3,0
12.495009490755852,9.528318602889337,86.29192850110945,39.92487196247728,35.96680296076666,0,0
13.056977727242248,5.866505712584837,89.26739320620534,31.696540230151378,37.8503076485546,3,0
25.006154807412436,7.627424191089807,65.90486517727676,31.017522722323008,64.37305923543207,2,0
23.223729181144307,7.587145913106561,83.41950547188435,12.930272051632505,11.043821139034263,2,0
24.251801405512484,6.255822430350163,59.97303008678089,18.91209049144006,63.94409349948892,1,0
22.290486806027438,3.3519135478778774,79.92668713622209,27.499993246144964,66.86620674816068,2,0
19.773552318828038,6.087052061972296,75.03154563800462,30.929759223108924,2.946452456683585,2,0
12.336022593168321,2.974955294810756,86.95195087449957,16.04785088862031,49.75589349785552,0,0
17.37339405628362,7.756293049647206,73.04689099919372,34.269847138813745,21.767260835048987,1,0
20.921760752279567,9.29558389657026,72.95875606514511,36.26965680004349,41.521773818780716,1,0
31.09440336830355,2.6465774337416343,90.03436696294803,35.55214491526969,47.427813679502485,1,0
24.835886364354902,0.9203772823260297,91.04129761986218,26.12286379055779,42.852432383270504,1,0
12.406839600683393,7.055631659753988,55.43183945369868,20.194675202243644,49.53329912654149,1,0
23.130815435199253,3.1128563068984603,75.28562185729142,35.25751444149063,41.05503578289469,0,0
21.662363181300467,5.667984426056369,61.81659159604724,32.262395819961256,53.92980928609926,1,0
16.994227702573276,6.2156471283563,66.70046614545309,11.135321532865431,39.581780383233955,1,0
24.59318954605545,0.7452099379079185,84.166827087244,25.03483866756214,16.21208767484749,1,0
27.090571975856584,6.931384576726836,61.25755299657203,34.69186792039961,15.934896437685925,1,0
28.457676520479993,2.511848910454441,52.78531813653643,27.076888926016288,47.53359688027048,2,0
17.523944220206715,6.977145118429165,82.94722003481388,18.044261667261914,37.5919491699861,2,0
17.69370048201782,4.40054283146115,79.18356592843719,10.495775314130668,27.087706560444218,2,0
22.645133586815106,3.882699602564789,90.55666489249406,16.800329489653276,41.71582219638793,2,0
28.6171440394945,10.203399737115564,76.22549288460274,28.355737825299972,71.0917377756707,1,0
21.37687714526579,6.731535159983894,92.89286718637447,17.592326680513057,46.13172647427191,0,0
19.774754166964463,8.752102854630458,,10.340825979009105,50.559881689611785,2,0
13.06381421165025,5.938411347912782,71.91907339276244,12.098665663770017,48.831971778219845,0,0
14.173534238796723,7.944691559589592,78.3540135935055,21.39539753280107,50.660483156559096,2,0
